chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
1,656782,657371,589,656884,35.59,11.0065,3.65878,9.19148
1,689192,689397,205,689311,17.42,8.93975,4.86478,7.20266
1,715030,715246,216,715160,20.44,9.32434,4.57229,7.57321
1,741585,742114,529,741755,37.86,9.78053,3.23828,8.00876
1,748755,749003,248,748923,21.2,7.26463,3.5073,5.60609
1,751513,751847,334,751672,39.37,23.8653,7.41006,21.7301
1,780036,780494,458,780316,29.53,20.2458,8.06521,18.1852
1,797177,797895,718,797462,200.65,180.148,18.2575,176.785
1,812715,813059,344,812877,42.4,12.6546,3.61687,10.7866
1,832183,832390,207,832247,16.66,6.09976,3.60737,4.49927
1,832884,833101,217,832974,24.99,11.133,4.89861,9.31408
1,847821,848265,444,848015,60.57,51.3954,13.4223,48.8625
1,851004,851806,802,851500,97.68,87.6243,16.4462,84.7605
1,935881,936307,426,936046,57.55,39.964,9.75769,37.5703
1,941878,942350,472,942201,47.7,26.2097,6.9308,24.0301
1,944061,944396,335,944260,29.53,14.2923,5.38073,12.378
1,948612,949255,643,949033,67.39,57.1656,13.6779,54.5706
1,959532,960033,501,959714,49.97,26.4272,6.74263,24.2446
1,965575,965780,205,965661,35.59,11.0065,3.65878,9.19148
1,972377,973090,713,972755,67.39,56.2029,13.3028,53.6182
1,977362,977906,544,977591,110.55,104.812,18.5915,101.83
1,987953,988801,848,988382,170.37,178.62,24.481,175.263
1,990055,990729,674,990421,47.7,29.9705,8.22681,27.7271
1,997190,997465,275,997280,28.02,10.8899,4.14513,9.0807
1,998089,999153,1064,998376,58.3,35.4696,8.063,33.1417
1,1002461,1002714,253,1002584,49.97,17.2967,4.29619,15.3051
1,1030771,1030978,207,1030892,24.23,9.79599,4.20499,8.02209
1,1031522,1032270,748,1032010,162.8,193.188,32.1167,189.778
1,1094816,1095076,260,1094976,26.5,6.57227,2.92414,4.94486
1,1101866,1102160,294,1102016,20.44,8.99515,4.41781,7.25679
1,1103705,1103915,210,1103775,18.17,5.85335,3.19541,4.26563
1,1117263,1117556,293,1117400,39.37,9.80723,3.10567,8.03243
1,1118803,1119219,416,1119023,67.39,35.3541,6.83896,33.0276
1,1123010,1123530,520,1123249,62.85,49.1964,12.0351,46.6882
1,1157613,1158094,481,1158043,18.93,4.75456,2.84709,3.24037
1,1210873,1211092,219,1211031,17.42,8.93975,4.86478,7.20266
1,1219705,1220170,465,1220012,26.5,5.19227,2.50014,3.64603
1,1281493,1282823,1330,1282482,105.25,83.4896,13.2811,80.6577
1,1285261,1285580,319,1285394,14.39,4.96447,3.21055,3.43836
1,1287968,1288548,580,1288263,81.78,83.5387,20.1108,80.7064
1,1290215,1290747,532,1290314,29.53,10.0007,3.81628,8.21932
1,1303361,1303570,209,1303440,18.93,9.77723,5.26484,8.00639
1,1306116,1306823,707,1306324,61.33,44.2974,10.3887,41.8479
1,1310392,1311004,612,1310560,26.5,6.0158,2.75015,4.41853
1,1329788,1330222,434,1330129,15.9,5.17909,3.3139,3.63393
1,1342836,1343525,689,1343033,34.83,10.4007,3.58306,8.60688
1,1348347,1348833,486,1348602,197.63,114.001,8.6359,110.961
1,1363406,1363741,335,1363568,22.72,8.77203,4.10553,7.04344
1,1365091,1365324,233,1365232,21.2,7.40808,3.56503,5.73776
1,1388610,1389186,576,1389020,37.86,9.92773,3.27512,8.1495
1,1399318,1399895,577,1399518,56.79,37.4573,9.12938,35.0995
1,1400544,1401145,601,1400715,21.96,6.47349,3.30575,4.85368
1,1403470,1403852,382,1403674,25.74,8.87152,3.82062,7.14008
1,1408702,1409102,400,1408899,40.89,25.3543,7.89596,23.1931
1,1423033,1423426,393,1423120,13.63,4.14325,2.93939,2.67797
1,1429617,1429957,340,1429669,13.63,5.83374,3.86465,4.25018
1,1443703,1444176,473,1444003,55.27,33.833,8.03923,31.5269
1,1452296,1452632,336,1452471,30.29,10.6508,3.91093,8.84741
1,1502885,1503938,1053,1503506,82.53,42.8769,6.96111,40.446
1,1528656,1528926,270,1528823,28.02,18.2396,7.19283,16.2241
1,1554262,1554669,407,1554545,19.69,10.6366,5.46486,8.83479
1,1562930,1563415,485,1563074,31.8,5.90546,2.52322,4.31473
1,1574238,1574654,416,1574472,30.29,13.2003,4.78767,11.3164
1,1579086,1579464,378,1579264,21.96,9.46042,4.59168,7.70307
1,1584835,1585783,948,1585351,33.32,13.8377,4.6657,11.935
1,1610217,1610558,341,1610373,43.16,36.0313,11.6657,33.6932
1,1620277,1620529,252,1620395,18.17,7.82658,4.08795,6.13756
1,1630501,1630953,452,1630663,23.47,14.2739,6.46499,12.3601
1,1632030,1632671,641,1632522,41.65,13.3765,3.87684,11.4876
1,1647618,1648236,618,1647807,40.89,24.6127,7.60219,22.4625
1,1648677,1649616,939,1649119,130.99,132.518,21.9989,129.368
1,1658928,1659859,931,1659487,314.23,409.293,45.0332,405.365
1,1662478,1663045,567,1662846,21.96,5.34426,2.8698,3.78544
1,1671572,1672359,787,1671809,85.56,56.1511,9.61801,53.5673
1,1674845,1675149,304,1674968,31.04,18.1612,6.5464,16.1485
1,1681411,1681730,319,1681554,31.8,7.60861,2.98198,5.9283
1,1687659,1687946,287,1687783,18.93,9.77723,5.26484,8.00639
1,1707139,1707447,308,1707337,39.37,8.18883,2.73999,6.48282
1,1708053,1708314,261,1708129,53,11.7437,2.93097,9.90627
1,1712945,1713498,553,1713207,65.88,43.943,9.5536,41.4973
1,1725295,1725859,564,1725657,28.77,4.64558,2.29024,3.14259
1,1736918,1737669,751,1737323,241.54,253.272,25.7887,249.668
1,1738783,1739156,373,1738994,43.16,21.2616,5.84122,19.18
1,1746024,1747438,1414,1747046,323.32,319.07,23.1656,315.305
1,1758044,1758365,321,1758120,46.95,16.5821,4.34093,14.6071
1,1793260,1793730,470,1793437,14.39,6.57083,4.06468,4.94352
1,1804508,1805395,887,1804957,29.53,11.5922,4.36147,9.75791
1,1812980,1813689,709,1813280,40.13,31.2332,10.2827,28.9693
1,1833201,1833679,478,1833405,51.49,14.2559,3.49924,12.3447
1,1837814,1838052,238,1837942,29.53,12.4492,4.67181,10.5859
1,1865634,1865948,314,1865836,53.76,23.6656,5.47602,21.5324
1,1877838,1878419,581,1877993,65.12,20.0948,3.8893,18.0402
1,1888660,1889358,698,1888991,93.13,52.8693,7.84449,50.3187
1,1898500,1899136,636,1899029,18.93,7.0267,3.86121,5.37898
1,1900787,1901297,510,1901165,34.07,13.3826,4.38417,11.4923
1,1905626,1906144,518,1905957,25.74,7.96305,3.49029,6.2698
1,1956102,1956344,242,1956185,27.26,5.6111,2.55851,4.04028
1,1963596,1964273,677,1963995,127.21,103.437,14.2453,100.463
1,1967476,1968133,657,1967861,35.59,16.0864,5.22682,14.1222
1,1968343,1968638,295,1968525,29.53,6.56049,2.76417,4.93751
1,1976207,1976575,368,1976389,50.73,12.8337,3.28245,10.9589
1,1978127,1978476,349,1978306,79.5,35.5008,5.78545,33.1726
1,1981644,1982207,563,1981806,40.89,6.23803,2.32711,4.63081
1,2011135,2011962,827,2011604,170.37,191.729,28.5612,188.323
1,2022890,2023412,522,2023250,31.8,12.0327,4.33887,10.1849
1,2025058,2025602,544,2025338,36.34,22.859,7.59738,20.743
1,2028538,2028916,378,2028707,18.17,9.77723,5.06481,8.00639
1,2032465,2033073,608,2033040,20.44,8.71601,4.28881,6.98969
1,2033332,2033599,267,2033409,13.63,5.83374,3.86465,4.25018
1,2035307,2035953,646,2035570,33.32,24.5176,9.06534,22.37
1,2058252,2058686,434,2058559,38.62,6.75587,2.47603,5.12194
1,2059178,2059558,380,2059375,76.48,35.2041,5.95968,32.8795
1,2082585,2082966,381,2082783,31.04,14.6766,5.16266,12.7515
1,2087174,2087579,405,2087379,72.69,56.9982,12.362,54.4051
1,2091946,2092303,357,2092123,49.22,27.0296,6.82762,24.8349
1,2097129,2097411,282,2097218,24.99,6.96909,3.24839,5.32484
1,2106707,2107020,313,2106792,28.02,3.52525,1.93439,2.11162
1,2140696,2141032,336,2141013,27.26,5.44997,2.51189,3.88692
1,2143947,2144660,713,2144227,60.57,38.7999,8.79642,36.4246
1,2179128,2179498,370,2179328,18.17,9.25272,4.79312,7.50465
1,2188086,2188469,383,2188251,53.76,40.5565,10.952,38.1555
1,2197712,2197965,253,2197792,22.72,13.3364,6.26497,11.4483
1,2200388,2200713,325,2200547,34.07,25.6178,9.26537,23.4485
1,2211272,2212720,1448,2212172,54.52,29.6055,6.93968,27.3678
1,2216213,2216701,488,2216502,37.86,20.2698,6.47655,18.2075
1,2219426,2219827,401,2219644,56.03,52.4372,15.0661,49.8913
1,2224029,2224603,574,2224226,42.4,8.54503,2.71265,6.82617
1,2229895,2230355,460,2230097,77.23,79.8777,19.899,77.0762
1,2241250,2241588,338,2241403,17.42,7.43575,4.08729,5.76472
1,2245035,2245245,210,2245107,15.9,5.45306,3.45269,3.88913
1,2249795,2250366,571,2250184,36.34,26.7525,9.33624,24.5627
1,2281274,2281874,600,2281580,83.29,58.5349,10.5363,55.9251
1,2282050,2282351,301,2282232,31.8,12.7582,4.58767,10.8864
1,2285535,2286128,593,2285780,40.13,26.963,8.40263,24.7695
1,2292440,2292759,319,2292599,43.16,28.5213,8.38899,26.3044
1,2316602,2317621,1019,2317288,34.83,15.306,5.11865,13.3601
1,2324055,2324399,344,2324212,17.42,8.93975,4.86478,7.20266
1,2330928,2331147,219,2330973,12.11,4.13775,2.92419,2.6726
1,2358449,2358719,270,2358615,20.44,9.45235,4.63304,7.69704
1,2396020,2396550,530,2396402,38.62,17.2219,5.24028,15.2315
1,2402624,2403914,1290,2403203,77.23,27.9834,4.60194,25.7735
1,2412331,2412709,378,2412524,31.04,21.4139,8.01116,19.3276
1,2414480,2415065,585,2414658,42.4,11.4509,3.33865,9.62393
1,2429781,2430238,457,2429965,43.16,32.0462,9.84607,29.7685
1,2431603,2432166,563,2431910,35.59,24.2946,8.50779,22.1529
1,2453423,2453819,396,2453504,26.5,11.2515,4.58359,9.4301
1,2463803,2464497,694,2464073,54.52,32.862,7.93106,30.5706
1,2465272,2465962,690,2465642,90.11,71.8957,13.015,69.1603
1,2470889,2471369,480,2471248,25.74,6.4496,2.97159,4.83219
1,2471574,2471830,256,2471693,18.17,7.46411,3.91675,5.79215
1,2472660,2473257,597,2473046,100.71,108.754,23.5376,105.746
1,2475376,2475863,487,2475535,62.85,28.5666,5.80422,26.3477
1,2478550,2478855,305,2478723,34.07,13.8031,4.51686,11.9007
1,2493177,2493956,779,2493711,57.55,53.7561,15.4662,51.1964
1,2500177,2500643,466,2500461,73.45,44.1163,8.2719,41.6683
1,2511745,2512435,690,2512131,33.32,16.4979,5.60264,14.5238
1,2523188,2524000,812,2523550,115.09,89.2158,12.8991,86.3398
1,2524424,2524910,486,2524611,15.9,5.62651,3.54168,4.05516
1,2535567,2535891,324,2535738,50.73,20.8993,5.05931,18.8247
1,2546264,2546855,591,2546509,206.71,240.282,31.9852,236.715
1,2547606,2548060,454,2547882,62.85,34.4573,7.26353,32.144
1,2556362,2556613,251,2556473,36.34,11.5968,3.72704,9.76239
1,2571209,2571635,426,2571495,56.79,21.9347,4.81575,19.8391
1,2584041,2584328,287,2584126,21.2,6.14058,3.06986,4.53804
1,2584488,2584745,257,2584653,20.44,5.5427,2.94844,3.97412
1,2602332,2602680,348,2602554,22.72,11.3376,5.2637,9.51345
1,2605220,2605695,475,2605441,42.4,21.863,6.20035,19.7688
1,2611031,2611248,217,2611161,19.69,7.15767,3.75442,5.50281
1,2612846,2613240,394,2613087,27.26,13.7835,5.43176,11.8818
1,2616403,2616663,260,2616486,21.96,8.88391,4.32769,7.1514
1,2660769,2661376,607,2661028,65.88,32.9903,6.54036,30.6974
1,2662871,2663229,358,2663066,71.18,47.3371,9.41932,44.8509
1,2668416,2668710,294,2668551,31.04,13.965,4.90354,12.0598
1,2700885,2701458,573,2701132,27.26,8.74288,3.53234,7.01502
1,2705121,2705709,588,2705309,42.4,31.2506,9.81178,28.9865
1,2741570,2742196,626,2741911,346.03,380.448,29.7628,376.563
1,2758164,2758583,419,2758363,50.73,14.9013,3.69511,12.9709
1,2767667,2768025,358,2767850,46.95,26.8369,7.33673,24.6458
1,2784787,2785064,277,2784883,14.39,6.57083,4.06468,4.94352
1,2785240,2785465,225,2785380,15.9,7.33522,4.46473,5.66609
1,2812069,2812415,346,2812274,46.19,11.4765,3.14589,9.64848
1,2835500,2835828,328,2835560,24.23,7.24295,3.24919,5.58536
1,2846528,2846837,309,2846695,15.14,5.10035,3.12772,3.56744
1,2860524,2860933,409,2860587,13.63,4.0292,2.88008,2.5725
1,2871516,2872225,709,2871920,184.75,152.708,15.4795,149.459
1,2887068,2887301,233,2887177,16.66,5.24063,3.19286,3.69267
1,2902538,2902901,363,2902704,58.3,33.9736,7.61715,31.666
1,2908289,2908509,220,2908327,19.69,4.35259,2.58586,2.87013
1,2931302,2931607,305,2931444,15.14,6.12647,3.6327,4.52454
1,2934698,2935228,530,2934889,65.88,33.602,6.68752,31.301
1,2940083,2941005,922,2940268,37.86,25.5878,8.66428,23.4216
1,2946655,2946878,223,2946767,18.17,7.28745,3.83449,5.6259
1,2955237,2956550,1313,2955913,36.34,22.2688,7.35209,20.1679
1,2985706,2986643,937,2985882,56.79,22.9608,5.04487,20.8432
1,2988128,2988786,658,2988446,43.92,24.0744,6.87327,21.9353
1,3017544,3017935,391,3017744,51.49,17.0513,4.07205,15.0655
1,3018256,3018840,584,3018495,34.07,8.18652,2.92278,6.48063
1,3030339,3030864,525,3030613,146.89,89.82,9.24338,86.9405
1,3034809,3035248,439,3035043,124.18,98.7071,13.6367,95.7647
1,3037554,3037879,325,3037841,25.74,6.45459,2.97324,4.83665
1,3059633,3060214,581,3060074,18.17,8.76199,4.54485,7.0339
1,3060671,3061048,377,3060910,32.56,11.9912,4.19488,10.1456
1,3069233,3069499,266,3069384,12.87,5.12571,3.66462,3.58301
1,3076767,3077372,605,3077062,177.94,167.499,19.8821,164.186
1,3086373,3087148,775,3086531,33.32,17.6687,6.04797,15.6684
1,3095627,3096067,440,3095786,21.2,10.1482,4.75452,8.36343
1,3104627,3105843,1216,3105646,49.97,17.0858,4.24786,15.0985
1,3130588,3131064,476,3130897,31.04,10.4434,3.73263,8.64872
1,3148669,3149280,611,3148793,28.77,7.87037,3.2362,6.17899
1,3160570,3160848,278,3160669,18.93,7.29159,3.98793,5.6299
1,3168923,3169348,425,3169095,29.53,15.2095,5.755,13.2702
1,3175249,3176226,977,3175953,43.92,24.839,7.14212,22.6862
1,3176636,3176957,321,3176832,29.53,4.42143,2.18073,2.93592
1,3189102,3189349,247,3189198,21.96,10.0147,4.85276,8.23316
1,3195845,3196494,649,3196228,53,26.0028,6.00034,23.8273
1,3197832,3198242,410,3198105,17.42,6.60524,3.68306,4.97574
1,3227328,3227987,659,3227628,149.92,123.502,15.0923,120.404
1,3272875,3273385,510,3273097,112.06,75.6516,10.2785,72.8833
1,3275773,3276108,335,3276040,15.9,6.06077,3.76832,4.4613
1,3281998,3282746,748,3282345,40.13,29.7628,9.61002,27.5212
1,3283416,3283905,489,3283584,39.37,15.1687,4.48597,13.2306
1,3298901,3299425,524,3299254,56.79,26.0516,5.7789,23.875
1,3309707,3309938,231,3309762,29.53,5.77257,2.54419,4.19498
1,3319109,3319698,589,3319335,34.83,11.7722,3.98117,9.93311
1,3371462,3371732,270,3371622,15.9,5.59711,3.52653,4.02687
1,3375584,3376234,650,3375979,64.36,63.1893,17.2664,60.534
1,3376453,3376838,385,3376648,69.66,59.6462,14.1322,57.0255
1,3390362,3390817,455,3390598,65.88,18.7829,3.71529,16.7551
1,3397533,3398252,719,3397741,62.85,28.463,5.78058,26.2472
1,3400689,3401016,327,3400824,28.77,14.4156,5.63404,12.4972
1,3402583,3403131,548,3402771,33.32,23.5121,8.57905,21.3834
1,3411923,3412558,635,3412226,81.02,86.3619,21.1935,83.5082
1,3441338,3441647,309,3441492,25.74,10.5157,4.45739,8.71831
1,3442434,3443011,577,3442700,42.4,28.0012,8.44241,25.7909
1,3472239,3472689,450,3472548,21.2,9.46537,4.44246,7.70783
1,3474318,3474884,566,3474541,31.04,13.5454,4.7544,11.6507
1,3477837,3478042,205,3477992,19.69,6.04136,3.26806,4.44346
1,3480305,3480978,673,3480405,31.04,7.56493,2.90128,5.88713
1,3484235,3484541,306,3484402,28.02,9.36461,3.62699,7.61097
1,3498729,3499080,351,3498893,54.52,37.1425,9.37794,34.789
1,3509431,3509932,501,3509628,26.5,14.1006,5.78797,12.1927
1,3515286,3515746,460,3515475,68.15,66.5958,17.2867,63.9078
1,3520605,3521091,486,3520927,52.25,13.6723,3.32787,11.7745
1,3522542,3523252,710,3522948,113.58,128.708,26.6429,125.58
1,3527560,3527798,238,3527737,19.69,10.3582,5.31727,8.56644
1,3548643,3548922,279,3548838,15.9,4.1611,2.81682,2.69117
1,3556294,3556856,562,3556607,77.99,56.9297,11.2843,54.3367
1,3615076,3615492,416,3615234,28.02,17.6452,6.91184,15.6472
1,3644804,3645638,834,3645306,90.86,52.5554,8.16554,50.0082
1,3664061,3664709,648,3664427,95.41,62.1715,9.62131,59.5261
1,3667846,3668060,214,3667972,24.23,11.5777,4.94705,9.7448
1,3668687,3668954,267,3668802,45.43,31.2936,9.10415,29.029
1,3674731,3675225,494,3674822,15.9,7.33522,4.46473,5.66609
1,3675710,3676105,395,3675979,34.83,14.9936,5.01127,13.0619
1,3728262,3728566,304,3728435,59.06,22.2861,4.62004,20.1846
1,3737345,3737567,222,3737488,27.26,7.10096,3.00465,5.44893
1,3786715,3787068,353,3786907,25.74,10.5157,4.45739,8.71831
1,3790353,3790763,410,3790553,15.9,7.12041,4.34415,5.46733
1,3808928,3809892,964,3809492,67.39,37.1199,7.27162,34.7668
1,3821681,3822098,417,3821816,19.69,9.15072,4.69835,7.40796
1,3825561,3826034,473,3825919,28.02,10.9829,4.17795,9.16984
1,3829641,3830548,907,3830322,67.39,32.6696,6.21723,30.3827
1,3832472,3832792,320,3832652,18.17,6.22173,3.35476,4.61587
1,3835982,3836230,248,3836087,24.99,6.5517,3.10109,4.92879
1,3857269,3858093,824,3857758,53,22.3365,5.07786,20.2341
1,3888160,3888767,607,3888349,15.9,7.33522,4.46473,5.66609
1,3901257,3901531,274,3901382,21.2,8.88391,4.18496,7.1514
1,3901725,3902164,439,3901968,31.8,19.3896,7.24742,17.3465
1,3904779,3905130,351,3904945,91.62,58.1689,9.26195,55.5643
1,3920097,3920407,310,3920182,47.7,14.3836,3.74636,12.4659
1,3945760,3946483,723,3946111,167.34,214.951,38.4114,211.466
1,3962756,3963052,296,3962948,19.69,8.93499,4.59146,7.20076
1,3966387,3966751,364,3966573,47.7,32.493,9.18054,30.2077
1,3969754,3970593,839,3969908,22.72,13.3364,6.26497,11.4483
1,3975858,3976586,728,3976200,77.23,45.1037,7.97076,42.6431
1,4021710,4022249,539,4022037,62.09,37.0459,7.88616,34.6936
1,4022744,4023011,267,4022892,32.56,15.5288,5.42455,13.5783
1,4033977,4034647,670,4034096,43.16,13.2598,3.67997,11.3746
1,4037867,4038421,554,4038225,33.32,20.9679,7.41411,18.8926
1,4050790,4051294,504,4051095,48.46,42.1692,13.0659,39.7463
1,4072969,4073785,816,4073441,29.53,10.0007,3.81628,8.21932
1,4077612,4078217,605,4077917,50.73,37.7326,10.5682,35.3719
1,4097364,4098440,1076,4097754,79.5,46.3729,8.05046,43.898
1,4128570,4128987,417,4128691,32.56,10.2254,3.64772,8.43777
1,4140176,4140579,403,4140318,36.34,17.0035,5.37724,15.0183
1,4154893,4155416,523,4155191,43.92,36.0313,11.8657,33.6932
1,4158797,4159191,394,4159111,30.29,4.22237,2.08583,2.7493
1,4169495,4170163,668,4169647,33.32,16.81,5.71937,14.83
1,4178068,4178585,517,4178351,44.67,28.2365,8.16774,26.0227
1,4206363,4206570,207,4206489,19.69,6.46191,3.44781,4.84269
1,4214462,4214840,378,4214641,37.1,23.5306,7.62043,21.4002
1,4215175,4216023,848,4215434,121.91,130.001,24.0994,126.865
1,4219083,4219800,717,4219462,39.37,25.522,8.07474,23.3571
1,4231095,4231516,421,4231445,25.74,12.3828,5.24399,10.5262
1,4237919,4238345,426,4238066,21.2,11.6472,5.4757,9.81189
1,4253984,4254302,318,4254118,30.29,15.016,5.47462,13.0834
1,4268648,4269307,659,4269139,18.93,9.36616,5.04293,7.61244
1,4269640,4270422,782,4270050,51.49,45.6266,13.7082,43.161
1,4313950,4314249,299,4314062,19.69,7.15767,3.75442,5.50281
1,4315727,4316197,470,4316074,17.42,8.93359,4.86148,7.19941
1,4319131,4320238,1107,4320046,19.69,10.6366,5.46486,8.83479
1,4323385,4323955,570,4323462,28.02,9.36461,3.62699,7.61097
1,4325355,4325916,561,4325614,37.86,21.9659,7.13211,19.8699
1,4340282,4340497,215,4340495,19.69,4.35259,2.58586,2.87013
1,4340728,4341052,324,4340877,16.66,5.80396,3.46237,4.22474
1,4342993,4343267,274,4343111,20.44,8.71601,4.28881,6.98969
1,4352074,4352335,261,4352236,16.66,8.12533,4.66476,6.42315
1,4404618,4405269,651,4404906,101.46,92.8379,17.0772,89.9352
1,4432790,4433065,275,4432972,17.42,8.44714,4.60382,6.73087
1,4434766,4434986,220,4434918,19.69,5.34328,2.97867,3.78544
1,4439704,4439978,274,4439836,19.69,8.10527,4.19101,6.40619
1,4443025,4443234,209,4443083,28.77,10.3137,4.04801,8.52403
1,4447556,4447832,276,4447734,30.29,12.3086,4.46964,10.4529
1,4484192,4484546,354,4484391,41.65,15.5204,4.43759,13.5704
1,4489292,4489638,346,4489488,31.04,13.0386,4.57781,11.1594
1,4491790,4492447,657,4492079,126.45,137.422,24.9902,134.247
1,4497166,4497556,390,4497448,32.56,8.1324,3.05082,6.42984
1,4530066,4530596,530,4530204,31.8,13.6694,4.91156,11.7717
1,4535211,4535535,324,4535394,35.59,18.8484,6.22347,16.8188
1,4546051,4546420,369,4546229,27.26,17.3804,7.06468,15.3857
1,4548525,4548959,434,4548810,15.14,7.33522,4.2647,5.66609
1,4549500,4549709,209,4549612,15.14,6.9063,4.03593,5.26512
1,4554760,4555077,317,4554893,20.44,8.71601,4.28881,6.98969
1,4556179,4556577,398,4556382,39.37,31.2952,10.6656,29.0292
1,4561160,4561943,783,4561827,21.96,11.7967,5.7396,9.95604
1,4562250,4562531,281,4562423,12.87,4.13775,3.09301,2.6726
1,4563753,4564022,269,4563973,23.47,14.2739,6.46499,12.3601
1,4571270,4571660,390,4571589,14.39,6.57083,4.06468,4.94352
1,4574062,4574285,223,4574114,16.66,7.66459,4.41452,5.98231
1,4586270,4587084,814,4586712,74.96,49.0104,9.49518,46.5042
1,4616385,4616923,538,4616545,25.74,10.5157,4.45739,8.71831
1,4652044,4652665,621,4652302,49.97,20.5957,5.09743,18.5265
1,4672684,4673294,610,4672981,54.52,48.141,13.8794,45.6458
1,4681161,4681589,428,4681504,21.2,6.72475,3.29395,5.09167
1,4682227,4682638,411,4682389,31.8,14.4037,5.18196,12.4854
1,4683359,4684248,889,4683926,33.32,20.7456,7.31689,18.6735
1,4695602,4696156,554,4695990,20.44,7.09102,3.57401,5.43964
1,4702337,4702707,370,4702646,16.66,8.12533,4.66476,6.42315
1,4718061,4718318,257,4718185,16.66,8.12533,4.66476,6.42315
1,4724363,4724826,463,4724693,19.69,10.6366,5.46486,8.83479
1,4743084,4743525,441,4743435,13.63,4.11731,2.92587,2.65392
1,4760477,4760793,316,4760641,62.09,22.6665,4.50638,20.5544
1,4798274,4798546,272,4798395,22.72,10.2238,4.74312,8.43626
1,4800978,4801329,351,4801183,22.72,8.87612,4.14971,7.14437
1,4819497,4820207,710,4819675,22.72,7.99545,3.7833,6.3005
1,4821848,4822269,421,4822022,24.23,8.91369,3.86074,7.18007
1,4828627,4829333,706,4829143,111.31,70.3923,9.35887,67.6702
1,4829580,4829894,314,4829744,25.74,10.2887,4.36642,8.49971
1,4870568,4870826,258,4870635,39.37,10.8989,3.36447,9.08915
1,4876264,4876929,665,4876660,36.34,27.8544,9.86545,25.6464
